Faraday efficiency,Applied Potential (Faraday Efficiency),Applied Potential (NH3 Yield),Electrocatalyst,Elements of electrocatalyst_0,Elements of electrocatalyst_1,Elements of electrocatalyst_2,Elements of electrocatalyst_3,Elements of electrocatalyst_4,Elements of electrocatalyst_5,Elements of electrocatalyst_6,Morphology of electrocatalyst,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_Hollow,Judge_Core_Shell,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_COF,Judge_MOF,Judge_Hydroxide_Oxyhydroxide,Judge_Spinel,Judge_Perovskite,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_c3n4,Judge_MXene,Judge_Steel,Judge_Carbon_Cloth,Judge_Hydrothermal,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Electrochemical_Deposition,pH_acidic,pH_alkaline,pH_ionic liquid,pH_khco3,pH_li tfsi,pH_nabf4,pH_neutral,pH_weak acid,pH_nan,Electrolyte without concentration_h2so4,Electrolyte without concentration_hcl,Electrolyte without concentration_k2so4,Electrolyte without concentration_kclo4,Electrolyte without concentration_koh,Electrolyte without concentration_li2so4,Electrolyte without concentration_licl,Electrolyte without concentration_liclo4,Electrolyte without concentration_lioh,Electrolyte without concentration_na2so4,Electrolyte without concentration_naoh,Electrolyte without concentration_pbs,Electrolyte without concentration_nan,Yield_mg_edited,N-15 labeling_mentioned,Yield_cm_edited,N-15 labeling_nan,Yield_mg,Yield_cm,Element_0_atomic_number,Element_0_period,Element_0_group_number,Element_0_atomic_mass,Element_0_ionization_potential,Element_0_electronegativity,Element_0_ionization_energies,Element_0_electron_configuration,Element_0_atomic_radius,Element_1_atomic_number,Element_1_period,Element_1_group_number,Element_1_atomic_mass,Element_1_ionization_potential,Element_1_electronegativity,Element_1_ionization_energies,Element_1_electron_configuration,Element_1_atomic_radius,Element_2_atomic_number,Element_2_period,Element_2_group_number,Element_2_atomic_mass,Element_2_ionization_potential,Element_2_electronegativity,Element_2_ionization_energies,Element_2_electron_configuration,Element_2_atomic_radius,Element_3_atomic_number,Element_3_period,Element_3_group_number,Element_3_atomic_mass,Element_3_ionization_potential,Element_3_electronegativity,Element_3_ionization_energies,Element_3_electron_configuration,Element_3_atomic_radius,Element_4_atomic_number,Element_4_period,Element_4_group_number,Element_4_atomic_mass,Element_4_ionization_potential,Element_4_electronegativity,Element_4_ionization_energies,Element_4_electron_configuration,Element_4_atomic_radius,Element_5_atomic_number,Element_5_period,Element_5_group_number,Element_5_atomic_mass,Element_5_ionization_potential,Element_5_electronegativity,Element_5_ionization_energies,Element_5_electron_configuration,Element_5_atomic_radius,Element_6_atomic_number,Element_6_period,Element_6_group_number,Element_6_atomic_mass,Element_6_ionization_potential,Element_6_electronegativity,Element_6_ionization_energies,Element_6_electron_configuration,Element_6_atomic_radius
13.3,-0.2,-0.2,mxene-derived nanocomposites,Ti, O, C,,,,,sandwich architecture,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,14.0,1.0,,14.0 mu g h(-1) cm(-2),22,4,4,47.867,6.82812,1.54,"[6.82812, 13.5755, 27.49171, 43.26717, 99.299, 119.533, 140.68, 170.5, 192.1, 215.92, 265.07, 291.5, 787.67, 864.0, 944.5, 1042.5, 1130.2, 1220.3, 1346.3, 1425.257, 6249.0226, 6625.8073]",[Ar].3d2.4s2,1.4,8.0,2.0,16.0,15.9994,13.618055,3.44,"[13.618055, 35.12112, 54.93554, 77.4135, 113.899, 138.1189, 739.32683, 871.409883]",[He].2s2.2p4,0.6,6.0,2.0,14.0,12.0107,11.260288,2.55,"[11.260288, 24.383154, 47.88778, 64.49352, 392.090518, 489.993198]",[He].2s2.2p2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.37,-0.3,-0.3,TiB2 film,Ti, B,,,,,,thin film,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.7289,1.0,,10.7289 mug h(-1) cm(-2),22,4,4,47.867,6.82812,1.54,"[6.82812, 13.5755, 27.49171, 43.26717, 99.299, 119.533, 140.68, 170.5, 192.1, 215.92, 265.07, 291.5, 787.67, 864.0, 944.5, 1042.5, 1130.2, 1220.3, 1346.3, 1425.257, 6249.0226, 6625.8073]",[Ar].3d2.4s2,1.4,5.0,2.0,13.0,10.811,8.298019,2.04,"[8.298019, 25.15483, 37.93059, 259.3715, 340.2260229]",[He].2s2.2p1,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.01,-0.3,-0.35,broken holey graphene oxide,N, O,,,,,,zero-dimensional oxygen-doping defects,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.27,0.0,,1.0,22.27 mu g h(-1) mg(-1),,7,2,15,14.0067,14.53413,3.04,"[14.53413, 29.60125, 47.4453, 77.4735, 97.8901, 552.06733, 667.046121]",[He].2s2.2p3,0.65,8.0,2.0,16.0,15.9994,13.618055,3.44,"[13.618055, 35.12112, 54.93554, 77.4135, 113.899, 138.1189, 739.32683, 871.409883]",[He].2s2.2p4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.28,-0.3,-0.35,CNT@MIL-101(Fe),C, N, Fe,,,,,NCNT inserted porous MOF,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,607.35,0.0,,1.0,607.35 mu g h(-1) mg(-1),,6,2,14,12.0107,11.260288,2.55,"[11.260288, 24.383154, 47.88778, 64.49352, 392.090518, 489.993198]",[He].2s2.2p2,0.7,7.0,2.0,15.0,14.0067,14.53413,3.04,"[14.53413, 29.60125, 47.4453, 77.4735, 97.8901, 552.06733, 667.046121]",[He].2s2.2p3,0.65,26.0,4.0,8.0,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.34,-0.1,-0.35,NP-C-MOF-5,N, P,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.08,0.0,,1.0,1.08 mu g h(-1) mg(cat.)(-1),,7,2,15,14.0067,14.53413,3.04,"[14.53413, 29.60125, 47.4453, 77.4735, 97.8901, 552.06733, 667.046121]",[He].2s2.2p3,0.65,15.0,3.0,15.0,30.973762,10.486686,2.19,"[10.486686, 19.76949, 30.20264, 51.44387, 65.02511, 220.43, 263.57, 309.6, 372.31, 424.4, 479.44, 560.62, 611.741, 2816.90879, 3069.8416]",[Ne].3s2.3p3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.21,-0.2,-0.2,"ni2p/n,p-c",Ni, P,,,,,,nanosheets,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.4,0.0,,1.0,34.4 mu g h(-1) mg(ni2p)(-1),,28,4,10,58.6934,7.639878,1.91,"[7.639878, 18.168838, 35.187, 54.92, 76.06, 108.0, 132.0, 162.0, 193.2, 224.7, 319.5, 351.6, 384.5, 429.3, 462.8, 495.4, 571.07, 607.02, 1541.0, 1646.0, 1758.0, 1880.0, 2008.1, 2130.5, 2295.6, 2399.259, 10288.8862, 10775.386]",[Ar].3d8.4s2,1.35,15.0,3.0,15.0,30.973762,10.486686,2.19,"[10.486686, 19.76949, 30.20264, 51.44387, 65.02511, 220.43, 263.57, 309.6, 372.31, 424.4, 479.44, 560.62, 611.741, 2816.90879, 3069.8416]",[Ne].3s2.3p3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.32,-0.4,-0.4,cu nps-rgo,Cu, O,,,,,,nanoparticles,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.58,0.0,,1.0,24.58 mu g h(-1) mg(cat)(-1),,29,4,11,63.546,7.72638,1.9,"[7.72638, 20.29239, 36.841, 57.38, 79.8, 103.0, 139.0, 166.0, 198.0, 232.2, 265.33, 367.0, 401.0, 436.0, 483.1, 518.7, 552.8, 632.5, 670.608, 1690.5, 1800.0, 1918.0, 2044.0, 2179.4, 2307.3, 2479.1, 2586.954, 11062.4313, 11567.613]",[Ar].3d10.4s1,1.35,8.0,2.0,16.0,15.9994,13.618055,3.44,"[13.618055, 35.12112, 54.93554, 77.4135, 113.899, 138.1189, 739.32683, 871.409883]",[He].2s2.2p4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,-0.21,-0.21,ru single-atom electrocatalytic reduction,Ru, N, C,,,,,n-doped porous carbon,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3665.0,0.0,,1.0,3665 mu g h(-1) mg(cat)(-1),,44,5,8,101.07,7.3605,2.2,"[7.3605, 16.76, 28.47, 45.0, 59.0, 76.0, 93.0, 110.0, 178.41, 198.0, 219.9, 245.0, 271.0, 295.9, 348.0, 376.25, 670.0, 723.0, 784.0, 845.0, 905.0, 981.0, 1048.0, 1115.0, 1187.0, 1253.0, 1447.0, 1506.7, 1577.0, 1659.0, 1743.0, 1794.0, 1949.0, 2013.04, 4758.0, 4939.0, 5136.0, 5330.0, 5647.0, 5861.0, 6137.0, 6311.721, 26229.895, 27033.502]",[Kr].4d7.5s1,1.3,7.0,2.0,15.0,14.0067,14.53413,3.04,"[14.53413, 29.60125, 47.4453, 77.4735, 97.8901, 552.06733, 667.046121]",[He].2s2.2p3,0.65,6.0,2.0,14.0,12.0107,11.260288,2.55,"[11.260288, 24.383154, 47.88778, 64.49352, 392.090518, 489.993198]",[He].2s2.2p2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.7,-0.15,-0.15,cu nanosheets,Cu,,,,,,,nanosheets,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,390.1,0.0,,1.0,390.1 mu g mg(-1) cu h(-1),,29,4,11,63.546,7.72638,1.9,"[7.72638, 20.29239, 36.841, 57.38, 79.8, 103.0, 139.0, 166.0, 198.0, 232.2, 265.33, 367.0, 401.0, 436.0, 483.1, 518.7, 552.8, 632.5, 670.608, 1690.5, 1800.0, 1918.0, 2044.0, 2179.4, 2307.3, 2479.1, 2586.954, 11062.4313, 11567.613]",[Ar].3d10.4s1,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.34,-0.3,-0.35,fe-cus/c,Fe, Cu, S,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,404.6328,1.0,,404.6328 mug cm-2 h-1,26,4,8,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,29.0,4.0,11.0,63.546,7.72638,1.9,"[7.72638, 20.29239, 36.841, 57.38, 79.8, 103.0, 139.0, 166.0, 198.0, 232.2, 265.33, 367.0, 401.0, 436.0, 483.1, 518.7, 552.8, 632.5, 670.608, 1690.5, 1800.0, 1918.0, 2044.0, 2179.4, 2307.3, 2479.1, 2586.954, 11062.4313, 11567.613]",[Ar].3d10.4s1,1.35,16.0,3.0,16.0,32.065,10.36001,2.58,"[10.36001, 23.33788, 34.86, 47.222, 72.5945, 88.0529, 280.954, 328.794, 379.84, 447.7, 504.55, 564.41, 651.96, 706.994, 3223.7807, 3494.1879]",[Ne].3s2.3p4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.4,-0.1,-0.1,fe2o3/cu,Fe, O, C,,,,,dendrites,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.66,0.0,,1.0,15.66 mu g.h(-1).mg(cat)(-1),,26,4,8,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,8.0,2.0,16.0,15.9994,13.618055,3.44,"[13.618055, 35.12112, 54.93554, 77.4135, 113.899, 138.1189, 739.32683, 871.409883]",[He].2s2.2p4,0.6,6.0,2.0,14.0,12.0107,11.260288,2.55,"[11.260288, 24.383154, 47.88778, 64.49352, 392.090518, 489.993198]",[He].2s2.2p2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5,-0.6,-0.6,tiS2 NSs,Ti, S,,,,,,nanosheets,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.02,0.0,,1.0,16.02 mu g h(-1) mg(cat)(-1),,22,4,4,47.867,6.82812,1.54,"[6.82812, 13.5755, 27.49171, 43.26717, 99.299, 119.533, 140.68, 170.5, 192.1, 215.92, 265.07, 291.5, 787.67, 864.0, 944.5, 1042.5, 1130.2, 1220.3, 1346.3, 1425.257, 6249.0226, 6625.8073]",[Ar].3d2.4s2,1.4,16.0,3.0,16.0,32.065,10.36001,2.58,"[10.36001, 23.33788, 34.86, 47.222, 72.5945, 88.0529, 280.954, 328.794, 379.84, 447.7, 504.55, 564.41, 651.96, 706.994, 3223.7807, 3494.1879]",[Ne].3s2.3p4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.34,-0.7,-0.35,FeHTNs,Fe, Ti, O,,,,,hollow nanospheres,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.14,0.0,,1.0,43.14 mu g h(-1) mg(cat.)(-1),,26,4,8,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,22.0,4.0,4.0,47.867,6.82812,1.54,"[6.82812, 13.5755, 27.49171, 43.26717, 99.299, 119.533, 140.68, 170.5, 192.1, 215.92, 265.07, 291.5, 787.67, 864.0, 944.5, 1042.5, 1130.2, 1220.3, 1346.3, 1425.257, 6249.0226, 6625.8073]",[Ar].3d2.4s2,1.4,8.0,2.0,16.0,15.9994,13.618055,3.44,"[13.618055, 35.12112, 54.93554, 77.4135, 113.899, 138.1189, 739.32683, 871.409883]",[He].2s2.2p4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.15,-0.2,-0.2,Fe3C@C,Fe, C,,,,,,leaf skeleton with multichannels,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.53,0.0,,1.0,8.53 mu g h(-1) mg(cat.)(-1),,26,4,8,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,6.0,2.0,14.0,12.0107,11.260288,2.55,"[11.260288, 24.383154, 47.88778, 64.49352, 392.090518, 489.993198]",[He].2s2.2p2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.2,-0.1,-0.1,"fe, mon/c hollow porous nitrogen-doped carbon nanorods",Fe, Mo, N, C,,,,hollow porous nitrogen-doped carbon nanorods,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,25.8856,1.0,,25.8856 mug h(-1) cm(-2),26,4,8,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,42.0,5.0,6.0,95.94,7.09243,2.16,"[7.09243, 16.16, 27.13, 40.33, 54.417, 68.82704, 125.638, 143.6, 164.12, 186.3, 209.3, 230.28, 279.1, 302.6, 544.0, 591.0, 646.0, 702.0, 758.0, 829.0, 890.0, 953.0, 1019.0, 1082.0, 1263.0, 1319.6, 1385.1, 1462.0, 1537.0, 1587.0, 1730.1, 1790.93, 4259.0, 4430.0, 4618.0, 4800.0, 5084.0, 5287.0, 5548.0, 5713.194, 23810.654, 24572.156]",[Kr].4d5.5s1,1.45,7.0,2.0,15.0,14.0067,14.53413,3.04,"[14.53413, 29.60125, 47.4453, 77.4735, 97.8901, 552.06733, 667.046121]",[He].2s2.2p3,0.65,6.0,2.0,14.0,12.0107,11.260288,2.55,"[11.260288, 24.383154, 47.88778, 64.49352, 392.090518, 489.993198]",[He].2s2.2p2,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.2,-0.1,-0.1,cu na/cf,Cu,,,,,,,nanowires array,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,112.8,1.0,,112.8 mug h(-1) cm(-2),29,4,11,63.546,7.72638,1.9,"[7.72638, 20.29239, 36.841, 57.38, 79.8, 103.0, 139.0, 166.0, 198.0, 232.2, 265.33, 367.0, 401.0, 436.0, 483.1, 518.7, 552.8, 632.5, 670.608, 1690.5, 1800.0, 1918.0, 2044.0, 2179.4, 2307.3, 2479.1, 2586.954, 11062.4313, 11567.613]",[Ar].3d10.4s1,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5,-0.6,-0.5,sulfur-doped graphene (S-G),C, S,,,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,0.0,,1.0,27.3 mu g h(-1) mg(cat).(-1),,6,2,14,12.0107,11.260288,2.55,"[11.260288, 24.383154, 47.88778, 64.49352, 392.090518, 489.993198]",[He].2s2.2p2,0.7,16.0,3.0,16.0,32.065,10.36001,2.58,"[10.36001, 23.33788, 34.86, 47.222, 72.5945, 88.0529, 280.954, 328.794, 379.84, 447.7, 504.55, 564.41, 651.96, 706.994, 3223.7807, 3494.1879]",[Ne].3s2.3p4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.5,0.05,0.05,rufecocuni nanoparticles,Ru, Fe, Co, Ni,,,,nanoparticles,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.1,1.0,,0.0,57.1 mu g h(-1) mgcat(-1),,44,5,8,101.07,7.3605,2.2,"[7.3605, 16.76, 28.47, 45.0, 59.0, 76.0, 93.0, 110.0, 178.41, 198.0, 219.9, 245.0, 271.0, 295.9, 348.0, 376.25, 670.0, 723.0, 784.0, 845.0, 905.0, 981.0, 1048.0, 1115.0, 1187.0, 1253.0, 1447.0, 1506.7, 1577.0, 1659.0, 1743.0, 1794.0, 1949.0, 2013.04, 4758.0, 4939.0, 5136.0, 5330.0, 5647.0, 5861.0, 6137.0, 6311.721, 26229.895, 27033.502]",[Kr].4d7.5s1,1.3,26.0,4.0,8.0,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,27.0,4.0,9.0,58.933195,7.88101,1.88,"[7.88101, 17.0844, 33.5, 51.27, 79.5, 102.0, 128.9, 157.8, 186.14, 275.4, 305.32, 336.1, 378.5, 410.0, 441.1, 511.96, 546.588, 1397.2, 1504.5, 1606.0, 1724.0, 1844.0, 1960.8, 2119.4, 2218.876, 9544.1833, 10012.122]",[Ar].3d7.4s2,1.35,28.0,4.0,10.0,58.6934,7.639878,1.91,"[7.639878, 18.168838, 35.187, 54.92, 76.06, 108.0, 132.0, 162.0, 193.2, 224.7, 319.5, 351.6, 384.5, 429.3, 462.8, 495.4, 571.07, 607.02, 1541.0, 1646.0, 1758.0, 1880.0, 2008.1, 2130.5, 2295.6, 2399.259, 10288.8862, 10775.386]",[Ar].3d8.4s2,1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6,-0.4,-0.4,fe3o4/ti,Fe, O,,,,,,nanorod,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,3.433,1.0,,3.433mug h(-1) cm(-2),26,4,8,55.845,7.9024681,1.83,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",[Ar].3d6.4s2,1.4,8.0,2.0,16.0,15.9994,13.618055,3.44,"[13.618055, 35.12112, 54.93554, 77.4135, 113.899, 138.1189, 739.32683, 871.409883]",[He].2s2.2p4,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,-0.3,-0.35,coPc-C3N4,Co, C, N,,,,,1d/2d interface,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,423.8,0.0,,1.0,423.8 mu g h(-1) mg(cat)(-1),,27,4,9,58.933195,7.88101,1.88,"[7.88101, 17.0844, 33.5, 51.27, 79.5, 102.0, 128.9, 157.8, 186.14, 275.4, 305.32, 336.1, 378.5, 410.0, 441.1, 511.96, 546.588, 1397.2, 1504.5, 1606.0, 1724.0, 1844.0, 1960.8, 2119.4, 2218.876, 9544.1833, 10012.122]",[Ar].3d7.4s2,1.35,6.0,2.0,14.0,12.0107,11.260288,2.55,"[11.260288, 24.383154, 47.88778, 64.49352, 392.090518, 489.993198]",[He].2s2.2p2,0.7,7.0,2.0,15.0,14.0067,14.53413,3.04,"[14.53413, 29.60125, 47.4453, 77.4735, 97.8901, 552.06733, 667.046121]",[He].2s2.2p3,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
